review,sentiment
"價格還算實惠
整桌約500
烘蛋好吃
炸雞尚可
海鮮煎餅的料就有些少
餐廳環境整潔
有機會會再回訪",positive
點了起士炸雞不錯吃，主菜加99有套餐，但套餐飲料蠻小杯的，抽獎送的海鮮煎餅料不多 不知道是不是因為是免費的關係,positive
還不錯，沒有近期評論說的難吃，但煎餅真的普普,positive
"餐點不錯吃
上菜速度也很快
唯二小小缺點就是豆花太早拿出來了
感覺口感沒那麼好
希望可以詢問客人後再上桌
還有煎餅好像是粉太多 沒有脆口的口感
整體都很好 服務態度也不差",positive
"主餐豆腐煲很讚👍
其他單點的配餐就蠻普通的😅 …",positive
店內油煙味偏重，但是還是很好吃，推薦,positive
以價錢來說算是便宜又好吃，一百多塊的豆腐煲，豆腐好吃又嫩材料一點也不含糊，會想再光臨的店,positive
"口味及份量都不錯👍
CP值高！

比較可惜的是海鮮煎餅，覺得麵粉偏多，比較沒有海鮮的口感🤔",positive
"好吃，價錢公道
只是自己年紀大
料理偏油",positive
不錯吃，但拌飯ㄉ飯有點少喔…,positive
環境不錯，三種餐前免費小菜只宜一人吃，相對量太少，也不能增加。烤雞的味道比較單調。石頭鍋的食材很不錯,positive
味道尚可，價錢不高吃很飽,positive
安東燉雞味道不錯，雞很嫩滑，還免費抽到泡菜五花肉，味道也不錯。餐具富韓國色彩，讚👍🏻 …,positive
味道不錯，價格也不算貴，可以來嚐鮮,positive
覺得很好吃。比其他分店好吃多了,positive
"銅盤牛普普
豆腐鍋滿滿泡菜豆芽份量大
大推人參雞湯 酒味棒
起司雞石鍋拌飯 好吃好吃",positive
好吃 價格合理,positive
辣雞石鍋拌飯、泡菜海鮮豆腐煲好，一人約200,positive
"店內人員服務態度很好，速度也很快。
平價韓式料理
但椅子跟桌子黏黏的
用餐起來覺得環境比較沒那麼舒適",positive
"覺得吃起來普通
豆腐煲湯頭味道可以在重一點
石鍋拌飯有點濕
但是價格算便宜👍 …",positive
石鍋拌飯好吃，小孩吃好幾口，起司蛋捲的起司女兒嫌太少，味道稍淡，下次會想點其他餐點吃看看,positive
"我期待部隊鍋 但是他味道好清淡QQ
然後烤肉的湯底很鹹 超好喝
辣炒年糕普普 年糕蠻多的
炒雞裡泡菜感覺比肉較多",positive
"上菜數度很快👍🏻
而且點了一大桌像滿漢全席7-8個人才2000多
已韓式料理來說真的很便宜

但小缺點是
當下的湯裡面有頭髮
但因為不想當奧客便沒有反應
其他餐點都還是很美味的
炸雞還整塊都是肉很少見
台南其他韓式料理的炸雞都會有骨頭
希望能多注意這塊就好了
至於其他客人反應的什麼餐點口味上的問題
我覺得就是見仁見智
畢竟每個人口味不一樣
你覺得好吃我不見得覺得好吃
我覺得好吃別人也不見得覺得好吃

另外有一個男服務生
服務的真的蠻隨性的😂😂😂
我是不知道大家覺得如何
身為餐飲業是很羨慕他😂覺得很做自己
身為消費者就會覺得太過隨便了
但能力看起來還是挺不錯的
可能就是比較粗線條而已😂",positive
"整體來說不錯
但稱不上美味",positive
套餐式搭配加上合理的價格，人均200-300就可吃的飽，所以學生族群為主；店內空間不大，假日最好提前預約較不會久候。,positive
Cp值不錯，會再來試試,positive
"韓式炸雞非常好吃，韓式銅盤烤肉也不錯。
真的每一道都非常好吃。
最大的缺點是，進去吃完飯之後，出來全身都是味道。比較常外帶，但是外帶回到家可能會比較涼，也是個小缺點。
周遭不是很好停車，可能要到附近的付費停車場。",positive
生意很好，但外場人手明顯不足導致服務品質不佳，該多請人手了,positive
"整體食物不錯
韓式炸雞不推
感覺像是炸完放很久才丟到鐵盤覆熱",positive
食物份量足夠且價格上適中,positive
部隊鍋跟銅盤烤肉平價又很好吃，但是煎餅完全不行，不會“恰恰”，口感粉味很重很像厚麵糊蛋餅又中間有點沒熟的口感,positive
"感覺要早點訂位
餐點都蠻好吃的👍🏻
雪濃湯很好喝但有點油 …",positive
海鮮豆腐鍋好吃～ 可是韓式炸雞怎麼不像韓式炸雞的味道？,positive
總體來說吃的不錯、而男服務生（可能是老闆親戚）上菜是用丟的，會發出噪音然後說對不起，接下來一樣用丟的，是青春期還沒結束嗎,positive
"辣雞起司石鍋大推！！！雞肉軟嫩、起司會牽絲，整體很有飽足感。

銅盤烤肉（豬）超推！！肉的分量以女生而言很夠，湯的味道也很好，有附一碗飯跟一碟醬料（不過要記得提醒服務生，因為他們有時候太忙會忘記送）

海鮮煎餅：普普，味道很清淡，重口味的不推

柚子茶：好喝，但要先放一下，一開始上桌時不會很冰，要等冰塊稍微溶解會比較冰一些

店家附贈青茶：好喝，不會澀

人多時訂位比較不用等，服務生講話速度快請專心聆聽，環境不錯，價格小貴。",positive
"內用座位部分不算寬敞，但座位還算多，聚餐的選擇之一。
煎餅部分算是麵粉比較厚，跟一般強調Q彈口感的煎餅來說是有差異。石鍋拌飯部分算是中規中矩。豆腐鍋的部分香氣很足，分量可能對女生來說稍嫌大了點，但店家也提供吃不完外帶的服務，一餐底兩餐。
韓式炸雞的部分皮沒有特別的厚，算是有中上的水準，但個人比較不喜歡韓式的料理方式，因為酥脆的炸雞還沾上濕濕的醬料就...失去炸雞的特色啦QQ
由於店家的煎台以及韓式烤肉都會造成店內有油煙，因此要前去享用，記得不要穿容易卡味道的衣物，避免造成困擾。",positive
"不算特別道地的韓式料理，但食物好吃，辣度都是小小辣，想解解饞，換個口味的推薦哦！
這次點了石鍋拌飯+韓式銅板烤肉+部隊鍋+春川炒雞，都很不錯

沒有給滿星是因為覺得座位稍小，有點擁擠，吃起來不夠舒適，但整體還是很不錯",positive
除了餐點以外還會附小菜跟檸檬水，適逢父親節活動打卡抽獎可送餐點，加入會員當場打95折，經濟實惠，平日晚上客人也不少！,positive
外帶拌飯飯量跟起司都給很多～,positive
"還不錯 價格蠻平價的，口味也不錯，
這裡只收現金，
上菜速度算快",positive
東西好吃 價格合理 …薯條很推 炸雞也推👍👍,positive
"排隊的人滿多的，平價好吃。
有招待小菜，如果要續一盤30元。
麥茶是免費招待。價位一道主餐大概接近200元。",positive
不錯吃~用餐環境還算舒適，只是小菜沒辦法一直續，但餐點是好吃的，價格還算合理。,positive
今天點的海鮮煎餅，煎得太焦，其餘餐點不錯 !!,positive
"泡菜海鮮豆腐煲$170
豆腐很嫩好吃
肉只有小小兩片...有點瞎

朋友說銅板烤肉比較好
有機會再嘗試",positive
美味平價的韓國料理,positive
"除了海鮮煎餅 💯
海鮮煎餅，料太少
海帶調味香
豆花，有新鮮感
拌飯，味道恰恰好！",positive
"平價韓國料理，年糕覺得味道可以再重一點，泡菜好吃，豆腐煲不錯。
建議訂位，附近有收費停車場。會再訪",positive
不錯、不錯。中低價位，但卻有讓人眼睛一亮的味道。不會因為價位低而忽略了食物本身的品質。,positive
"小菜是一次性的
炸物拼盤不錯吃 炸的外酥內嫩多汁",positive
"好吃不貴服務親切
但是低消是每個人頭都要點100元以上品項
不能算總金額",positive
平價，打卡分享照片送飲料，有柚子茶與洛神花飲可選擇，但冷氣出風口正對著客席吹得不太舒服,positive
食物好吃，價格實在，最喜歡打卡送的炒蟹，可惜的是餐廳空調不佳，味道和熱氣都悶在空間裡面。,positive
食物很鮮美！人潮很多，所以如果趕時間的話建議可以先預訂,positive
東西一開始上菜覺得好少，但是那是騙人的，因為根本吃不完🤭🤭🤭 …,positive
"偏台式口味的韓式料理
但招待小菜有很重的冰箱味！！！
收桌速度偏慢但服務態度良好",positive
比較特別的是有一人部隊鍋 如果一個人又想吃的時候可以來這邊吃哦,positive
石鍋拌飯與特餐的冬粉好吃,positive
CP值還不錯且平價的韓式料理，假日要記得先訂位才不會等太久,positive
餐點不錯，價位親民，但如果廁所可以再多一間會更好。,positive
口味偏甜，屬在地改良後的韓式料理，小菜不能續扣了點分。,positive
東西便宜又好吃缺點是人多要事先訂位現場也有開放排隊,positive
口味好吃又不貴，但店內油煙味很重，吃完衣服臭臭的,positive
便宜的台式韓國菜，雖然不是很高級的食材，但是付錢時覺得頗為值得。,positive
還不錯 推薦人蔘雞湯。但石鍋伴飯份量微少,positive
服務親切，雖然有些餐點有點地雷，但是，還算水準之上,positive
好吃，不過環境通風可待加強,positive
好吃  起司海鮮豆腐鍋湯頭不錯  不過海鮮煎餅有點薄,positive
好吃不貴，只是人多服務就不太優,positive
"餐點不錯的韓式料理，不貴
用餐時間很多人，建議預約",positive
篸雞湯好吃，記得要放進一碗白飯,positive
東西不便宜但好吃，缺點是人常常很多,positive
人篸雞好吃，炸雞有韓國味,positive
東西可以個人使用，價格有點高，但會有免費飲料。,positive
價格實惠，想吃韓式的優先選擇。,positive
"海鮮煎餅吃得到完整的蝦子
部隊鍋飽足感十足",positive
"態度好
在台南的平價韓式料理算不錯吃",positive
特色韓式料理，和正統韓式料理味道相似，我個人很愛♥,positive
分量很大 味道還好 cp值高,positive
一個人也可以吃的春川炒雞！,positive
喜歡石鍋拌飯，但油煙味稍重,positive
海鮮煲和原味炸雞都好吃唷！,positive
好吃的韓式小鍋，價位不貴！,positive
就普通這樣，但也不會難吃~,positive
豆腐煲湯湯頭鮮甜超讚的。,positive
薯條必點！,positive
挺不錯吃 也平價,positive
平價好吃，出餐快速。,positive
口味還不錯，價位中等,positive
價格親民，口味道地,positive
口味、份量都很不錯,positive
好吃，價格實惠！,positive
價錢便宜。口味不錯,positive
餐點好吃。,positive
好吃 價格便宜,positive
銅盤烤肉好吃！,positive
還蠻好吃的,positive
口味還不錯。,positive
哈韓食物的好選擇,positive
好吃又不貴,positive
還不錯吃,positive
CP值頗高,positive
口味偏鹹,positive
東西便宜！,positive
炸雞 推,positive
還不錯,positive
平價,positive
平價,positive
不錯吃,positive
食物不錯,positive
好吃 但CP不太高。,positive
好吃又便宜~~~,positive
好吃,positive
好吃,positive
好吃,positive
好吃,positive
好吃,positive
尚可,positive
味道,positive
普普,positive
第一次來，點了起司辣年糕跟石鍋拌飯和一杯柚子茶，起司年糕150如果不加起司是100，拌飯195柚子茶50，個人覺得ok，整體也算可以，只是如果想去吃要先訂位，不然會沒位子。,positive
"便宜又好吃，適合多人聚餐，可以一次吃多樣餐點較划算
大推薦韓式烤肉、韓式拉麵、韓式炸雞(蜂蜜、柚子口味)、春川炒肉、豆腐鍋，超好吃
炸豆腐和海鮮煎餅個人覺得還好",positive
"台南超人氣韓式料理 必收藏🇰🇷
這間爆炸好吃 在台南有五間分店 必收藏啊🤤
有賣主廚名鍋/銅盤烤肉/石鍋拌飯/炸雞等等
超過50道韓式料理 都只要百元起跳‼️‼️

「起司辣炒年糕」無敵牽絲起司超級香好誘人
很少吃到這麼好吃的辣炒年糕 加起司完美100分
「起司辣雞石鍋拌飯」一上桌⚠️ 千萬不要馬上拌
等個幾分鐘讓底部有鍋巴，再搓破療癒蛋蛋🥚
每一口都吃得到迷人香氣+豐富配料 我愛這個！

「大韓部隊鍋」有韓式泡麵/起司豬肉/焗豆/青菜
豆腐/德腸等等，邪惡起司跟拉麵一起吃超讚
他們家泡菜讓湯頭很好喝 一個人就能獨享的部隊鍋
「半半炸雞」我選蜂蜜醬油！炸雞每一口外皮都
酥酥香香，雞肉肉汁upup ，有雞腿/雞塊/雞翅
一次滿足，還有炸薯片酥到爆 這道不點會後悔
「銅盤烤肉」豬肉醃製的很入味，一旁有豆腐跟
蔬菜，最近天氣很冷適合來吃上一鍋 暖心又暖胃",positive
在台南想吃韓式的口袋名單，最推海鮮鍋粑燴飯，超脆！辣炒年糕也好好吃！小菜也不錯,positive
來訪3次，份量超足！起司海鮮豆腐煲湯頭鮮，豆腐嫩，不吃辣的很推薦這道；燒肉石鍋拌飯辣度可以調整，肉很多片，冬天來一碗整個暖起來！柚香韓式炸雞有5大塊，鮮嫩脆口，搭配甜甜的柚子醬還不錯～還附贈3盤小菜，口味也很棒，每桌都有白開水可飲用，出餐快速，推薦！,positive
每份餐的份量和料都非常多，炸雞、湯、拌飯和煎餅都很好吃！小菜還可以續一次，但附近不太好停車,positive
來很多次了 原味炸雞好吃拌飯便宜好吃上菜快 不過石板烤肉牛肉油花真多肉比較少 食物算是比較不辣的韓式還有多品項 不吃辣的朋友可以吃吃看 打卡送豆腐好吃,positive
平價韓式料理，位置稍微比較擁擠，但食物整體非常好吃份量也很足夠，推薦大家來吃吃看炸雞,positive
"第一次用餐很推薦人蔘雞湯還會附一杯小小杯的酒，加入湯裡或直接喝掉隨個人喜好！
辣味韓式炸雞🍗很好吃
起司春川炒雞，起司辣炒年糕都好好吃😋 …",positive
"CP 值超高的韓式料理
好吃又不貴
附近也很好停車
適合全家大小一起來享用
記得訂位先",positive
前小菜必備，每個人ㄧ個主餐吃不完啊！韓式料理控一定要來嚐,positive
"最推薦韓式烤肉「牛豬拼盤」！
真的好吃肉又多多😋😋
炸雞就中規中矩～
部隊鍋如果吃得很悠閒就不推薦點
(到最後整鍋黏在一起很死鹹).",positive
"推薦：韓式炸雞、柚香炸雞、鍋巴燴飯
在東安路上少數幾家用餐環境很不錯的餐廳
用餐環境很乾淨 但有點吵雜
已經回訪好幾次了 吃過很多道餐點

📌部隊鍋-份量很夠，在泡麵底下藏了好多的黃豆芽！吃得非常飽，湯頭味道也很濃郁；煮到後面有點太濃，加了好多次水還是ㄍㄡˊㄍㄡˊ的

📌泡菜海鮮嫩豆腐煲- 嫩豆腐很好吃像豆花的口感，裡面有冬粉跟黃豆芽，肉片比較少

📌海鮮鍋巴燴飯-來了很多次都是點這道，鍋巴脆脆的很讓人驚艷，份量超多 每次都吃不完

📌辣雞燒煲-口味太甜膩，不推薦

📌起司辣雞石鍋拌飯-比較乾，沒有勾芡，雞肉份量很多很有誠意，口味也蠻好吃的，是之後會想再點的餐點

📌人參雞湯$190- 雞肉有點柴，湯頭不是很自然，不推薦這道

📌韓式炸雞、柚香炸雞-一共有五大塊$150，吃的非常滿足！這道很值得點～

整體而言蠻不錯的
價位跟同品質的韓式料理比還算便宜
用餐時段人潮很多 建議訂位",positive
"韓式料理好吃～推！推！推！
服務優良、殷勤款待，謝謝^^",positive
"一間份量充足、美味程度頗具水準，價格卻意外親民的韓式料理👍

鐵板烤肉的點了豬牛雙拼，目測有十幾片，厚度還不錯，醃的醬不會太鹹很ok，肉感不算嫩卻有嚼勁，可以配生菜或是白飯一起吃，還不賴。
石鍋拌飯的牛肉跟料都很多，飯跟醬拌起來偏濕潤，放久再攪拌鍋巴應該會比較多，吃完黏鍋底的情況不嚴重，整體算好吃。
豆腐鍋也很推薦，尤其海鮮豆腐鍋，湯頭清淡卻讓人可以整鍋喝光光，豆腐很多很嫩，料也頗為豐富，最後配上吸飽湯汁的韓式冬粉，滿足！
海鮮煎餅表現就普普，厚厚脆脆的口感不錯，內料卻偏少。小菜也還好，再續小菜要加錢。打卡活動送的炸豆腐倒還不錯，配上海苔和泡菜的吃法頗為新鮮。

四個人吃超飽才八百多，有機會還會再訪。",positive
"餐點不錯 尤其是泡菜海鮮煎餅 熱熱酥酥脆脆 搭配醬汁 好吃😋
部隊鍋還蠻普通 不過份量足夠
春川辣炒雞 起司濃稠 拉絲很足夠
小菜能有醃蘿蔔那更好
大醬湯很濃郁
柚子茶搭配餐點能解膩 我很喜歡
環境還不錯 👍有機會會在光顧的",positive
"CP值很高 銅盤、炸雞和起司雞石鍋都很好吃
喜歡甜甜鹹鹹的醬～",positive
"第二次帶女兒來用餐，點烤肉盤及起司年糕和點數換薯條，味道都很好，小朋友喜歡，應該有針對台南人的口味做調整。物價上漲了店家的價位也很合理
服務很棒",positive
"這個韓式料理口味偏甜，真的是台南的味道～
但整體說起來CP值是相當的高，客人雖然很多，但出餐速度快，便宜吃的很飽又滿足，餐前有招待小菜☺️，建議可以點套餐比較划算～8人吃～1人不到$250🤪🤪🤪

以下菜色～

*海鮮烘蛋（覺得普普，像蒸蛋，口感偏硬粗糙）

*辣炒年糕（甜甜的不辣、年糕很Q👍）

*起士蛋捲（滿滿的起士，熱時起士會牽司，冷掉一樣好吃😋👍👍👍）

*海鮮煎餅（屬於比較薄一點的煎餅，煎的稍微焦，海鮮料可以）

*辣味韓式炸雞（肉超大塊，肉質很嫩，不辣，一樣甜甜的，非點不可👍）

*起士辣雞石鍋拌飯（想吃鍋巴的話，飯來時過一會兒再拌，因為屬於偏濕點，但一樣好吃👍👍）

*起士春川烤雞（雖然小小鍋，但料一樣豐富，👍👍）

*泡菜海鮮豆腐煲（偏台式的泡菜鍋，也好吃👍）
*大醬海鮮豆腐煲（豆腐滿多的，這像小火鍋一樣😅😅）

*燒肉石鍋拌飯（比較清爽，肉稍微乾，但拌完之後，吃進去，嫩的）

*辣炒魷魚🦑（份量就稍微少了點👍）

*泡菜五花肉（這一定要點，👍，❤️，好吃好吃）

看到上面的👍建議可以點呦～沒👍也不錯～
吃完飯套餐還有甜點、飲料～就是飽",positive
平價韓國料理，柚香韓式炸雞和海鮮煎餅很好吃，附近就有停車場，非常方便。,positive
"分享一家平價又好吃的韓式料理，而且每一樣都很道地好吃😋
-
🔻大醬海鮮豆腐煲
這鍋超好喝大醬湯底，加入泡菜、豆腐、肉片、洋蔥、豆芽、微辣湯頭好開胃
-
🔻韓式炸雞拼盤
三種醬料做成炸雞拼盤，有柚香、辣醬、原味三種，原味為任何沾醬都沒有，酥脆外皮一點也不油膩，柚香淡淡柚子香氣，最愛辣味炸雞🍗，肉質不乾柴，美味啊～
-
🔻海鮮炒碼麵
Q彈有勁的烏龍麵，裡面滿滿海鮮，有蝦、蛤仔、小卷、辣度剛好個人吃也不會太多
-
🔻辣炒魷魚
熱呼呼的魷魚上桌，一入口滿滿奶油香氣，越吃越順口",positive
炒碼麵不錯，蠻好吃的。,positive
今天第一次來用餐，口味超越想像中的美味。出餐速度很快，服務人員親切，價格不貴。不含服務費服務還這麼好。我會再拜訪。,positive
我覺得適合人多一起分食,positive
以韓式料理來說，CP值很高👍，停車稍微比較不好停一點~ …,positive
"已經二訪了～
好吃好吃～
餐點優！小菜也很入味！",positive
"很好吃的店～～
最喜歡大醬海鮮豆腐煲
嫩豆花很好吃(˶‾᷄ ⁻̫ ‾᷅˵)
料也很多

炸雞也很好吃(⁎⁍̴̛ᴗ⁍̴̛⁎)",positive
"便宜又好吃，適合多人聚餐，可以一次吃多樣餐點較划算
大推薦韓式烤肉、韓式拉麵、韓式炸雞(蜂蜜、柚子口味)、春川炒肉、豆腐鍋，超好吃",positive
好吃又cp值高😋有回台南都蠻常來～ …,positive
板腱牛石鍋拌飯味道足很好吃，牛肉也給的非常大方，吃到最後飽到不行牛肉還是沒吃完xd 點數贈送的海鮮烘蛋很嫩也很美味，最後再提小菜送的醃蘿蔔也非常好吃喔～～,positive
慕名而來，位置不多，但餐點感覺不錯，冷氣有點不冷吃熱的辣的吃到流汗😂,positive
推薦海陸嫩豆腐鍋，嫩豆腐質感綿密，入口即化，好吃～,positive
"我真的超級愛吃銅板烤肉

😁😁😁

每次都要再加一盤

店家很客氣 服務也很好

環境整潔

上菜也快速

送予的小菜也很大方
（但小菜口味不符合期待🤔）

但還算是好的用餐體驗",positive
"人參雞跟豆腐鍋好好吃!!!
炸雞鮮嫩多汁，但煎餅很一般XD
很快會再2訪~~~",positive
餐點價格合理，小菜好吃 ，環境乾淨 之後會再來,positive
很不錯的韓式料理店，有提供免費的茶，店內裝潢也很好，使用的是扁筷，價格很親民，來好幾次了~,positive
餐點美味最推薦起司辣雞拌飯非常厲害,positive
"點了海鮮起司煎餅，還不錯吃。
抽中辣炒年糕，本身沒有很愛吃。",positive
"辣雞起司拌飯超好吃超愛
記得要先訂位喔",positive
"服務人員態度良好，很親切👍
海鮮煎餅跟炸雞都很好吃🤤 …",positive
"愛吃韓式料理的人，這裡是不錯的選擇，
價錢合理東西也很好吃😋 …",positive
"平價口味好～
小份量適合單人享用，
脆薯出乎意料的好吃！",positive
"泡菜海鮮豆腐鍋+柚香炸雞必點！

很多韓式料理，都很好吃😋 …",positive
便宜好吃份量大 超推炸雞拼盤和辣炒魷魚   生日快到了 倒是後去在享受XD,positive
上菜速度很可以與菜色cp值很讚，值得推薦,positive
"真的是愛店之一
每次來必點豆腐煲
吃完都超飽",positive
"絕對會挑平日再訪的餐廳 ❤️
人參雞湯麵線 雖然有稍微漲價但非常好吃
燒肉魚板串 原味的超級好吃而且一大鍋才140👍🏻
起司辣炒年糕 中規中矩但會牽絲的起司就是讚
辣炒小螃蟹 超級美味的小菜會讓人想配飯🤤",positive
第一次來吃，很好吃，還有一些涼拌小菜，下次會在回訪的店,positive
餐點平價好吃，適合聚餐，免費加入會員，壽星送炸雞拼盤，好大一份，累積會員點數可以換餐點，很划算,positive
"二訪
餐點平價用料實在
雖然不是最道地
但仍然美味好吃
豆腐鍋很滿意，不會有過多的火鍋料
喜歡

完食照❤️",positive
石鍋拌飯跟海鮮泡菜鍋料都很多，附贈3樣小菜，加入會員送點數可以現折一杯飲料，吃的很飽！,positive
朋友介紹來嚐鮮，菜色豐富cp值很高,positive
湯濃，味香，料多也實在，滿足臺灣人的口味也充滿濃濃的韓式風味,positive
"跟家人來吃很多次了
不知道為什麼這麼低分
覺得蠻好吃的～",positive
價格實惠，CP質高，服務生很貼心,positive
餐點很好吃，很合我的口味，連薯條都很涮嘴,positive
好吃，平價，服務人員親切！,positive
吃過好幾次了，台南韓國料理首選，有很多活動，看到評論一堆沒素質奧客，免費還給一顆星，真替他祖上感到羞愧。,positive
"同事們推
首先大器來三盤小菜，喜歡",positive
"出餐快
價格合理
小菜還不錯
主餐也好吃",positive
豆腐鍋，豆腐口感綿密真D好吃又下飯，CP值很高的一間店。,positive
東西料偏少，但口味可以。,positive
起司辣雞石鍋拌飯，起司量很足，拉飯時會牽絲。泡菜海鮮煎餅香酥好吃。推薦大家都來吃😃😃😃,positive
"韓式炸醬麵$150
一般般的好吃
大醬海鮮豆腐煲$185
湯頭濃郁很讚，帶點微辣讚
海鮮泡菜煎餅$139（套餐價）
第一次吃屬於較薄的煎餅，
結果意外喜歡，外皮酥脆口感跟口味很不錯👍
整體以價位來說cp值蠻高的👍",positive
"東西好吃，選擇多樣
價格合理",positive
炸雞很好吃😋價位算不高 會回訪👍 …,positive
"打卡送小菜， 鍋物超好吃
會員多活動，平價又實惠",positive
銅盤烤肉便宜好吃 cp值高~,positive
大廚進化了，這次吃到的海鮮煎餅變好好吃，點了700多，兩大一小吃到撐，蒸蚌~,positive
大學四年想到韓式就會來吃這間！算蠻親民的價格份量也很足夠！最常吃豆腐鍋！石鍋拌飯也超好吃！推推！,positive
每道料理都好吃～常客百吃不膩,positive
"服務很棒 料理也非常好吃
最重要的是價格公道 非常推薦來此用餐❤️",positive
價格實在，餐點美味，值得推薦👍 …,positive
再度光臨，就愛這一味!,positive
很厲害道地的店，大推！,positive
來店用餐還有送精緻小菜👍 …,positive
柚香炸雞好好吃！起司海鮮豆腐鍋湯也很鮮甜！,positive
供餐速度很快，平價的韓國料理，份量超大，男生也可以吃的很飽！,positive
送餐速度快，我對面的小胖子覺得很好吃😋，而我是點牛豬雙拼烤肉，肉量超多有夠屌。 …,positive
食物好吃，價格平實，會想再回鍋,positive
"今天帶男友媽媽來吃生日餐
之前吃過很多次
還是很喜歡❤️",positive
"外場服務人員，很親切招待客人。
菜單詳細介紹，餐點份量很足夠。
內場人員出餐速度也很快。
海鮮煎餅很厚，海鮮料也多，外表煎的酥酥脆脆很好吃，也不會太油膩。
炸雞拼盤，內場炸功很可以，雞肉炸得不吃油，外表酥脆，一口咬下肉汁直接噴發！
簡直完美呀，肉非常啾西。
銅板烤肉滿滿的料，很豐富
很值得來 ，價格也很親民。",positive
不錯，餐點好吃,positive
櫃檯小姐姐很熱心 名字是旋旋嗎？銀色圓眼鏡的 態度很好 很熱心服務 還有一位小姊姊叫阿...什麼的 也很熱心推薦給我們料理 服務生旋旋還幫我打包兩分我吃不完的食物 這家韓式菜餚都很不錯 我朋友的素食石鍋也很好吃 今天星期五大排長龍 我們等了近一個小時 但是很值得推薦各位來吃看啊 也會推薦朋友到這邊用餐 但是要事先訂位！先這樣 價格非常親密份量很大 打包起來明天弄熱當午餐 ❤️,positive
炸雞、拌飯、年糕好好吃😋😋😋 …,positive
種類非常多的韓式料理，裝潢也不會沒氣氛，以一般男性來說點一個主食外加一個套餐就可以吃的非常飽，蠻適合聚餐聊天的,positive
東西好吃！音樂好聽！,positive
安東燉雞，我最愛吃！,positive
石鍋拌飯好吃唷,positive
"一進門服務態度很好、超親切
吃過滿多次的、好吃平價！",positive
好吃到爆炸！希望不要有無理的客人，來這邊抒發自己的情緒，像是自己的位置餐點不放結果放去隔壁桌？別別桌還有新客人要入坐是有點到這麼多嗎？或是朋友約一約，結果自己早到，另一批晚到還怪店員趕客人？就有說用餐限制時間兩小時，還在那邊跟別人爭論，不是付錢就最大，看了幾桌誇張的行徑還來這邊批評店家也是看不下去，還有桌上有垃圾桶不是擺好看的～麻煩骨頭垃圾記得往裡面放哦！相信好的客人造就好的服務～辛苦店家了～～會持續光顧的❤️,positive
好吃!CP值高！長輩吃完讚不決口！,positive
石鍋拌飯好吃，會先再去吃的店,positive
"這裡的餐點都很好吃～
還有小菜讚！",positive
大醬海鮮豆腐煲好吃！韓式雜菜冬粉也好吃！,positive
"可能剛好是離峰時段用餐
所以沒有等很久
點餐附小菜三盤

部隊鍋加套餐相當划算
本次套餐選擇辣炒年糕及飲料，還有餐後甜點
辣炒年糕很好吃，適合吃中辣的朋友
部隊鍋其實也蠻辣的XD

對了，加入會員可以累積點數
覺得還不錯～～",positive
"份量多到靠北 壽星禮一般都沒那麼多
結果他直接給1桶炸雞的量
第一次遇到多到差點吃不完的
態度非常親切",positive
肉質軟韌好吃,positive
"口味重，價錢不貴
CP值頗高！！",positive
來了無數次，連去韓國都還是想大韓名鍋的味道❤️❤️😣😣,positive
真的很愛這間 石鍋拌飯好好吃😋 又很平價 …,positive
上菜速度快、餐點cp值高，值得推薦,positive
今天第一次來用餐，點了炸雞跟豆腐煲都超好吃，下次還想吃吃看別的，服務生的態度很親切也很有禮貌，期待下次光顧~,positive
"昨天晚上跟朋友來慶生
覺得很好吃，要切蛋糕時服務生還主動幫我們清理桌面，超貼心的😊
今天中午又帶朋友來吃
店員服務態度都很好
餐點也都沒有踩雷
部隊鍋微辣很開胃好吃
炸雞拼盤有三種口味
辣味、柚香、原味
都很好吃（很推！）
之後會常常來吃😉",positive
也有其他好吃的是不辣的，可以帶小朋友來吃！！,positive
"大推！！！
不來真的不知道有這麼棒的服務跟這麼好難吃的食物",positive
"每次都是吃外帶
還沒內用過
因為人真的很多
先打電話預訂比較好👌🏻
推 燒肉石鍋拌飯",positive
餐點好吃，口味也不錯，份量也很足,positive
"份量足 不錯吃～
推薦銅盤烤肉
但地板餐具 黏黏的",positive
餐點蠻好吃的，份量也很大，推薦起司辣雞石鍋拌飯，起司辣炒年糕也很好吃，飲料就普普,positive
"小菜不錯吃，泡菜我很喜歡
部隊鍋有辣味但不是很辣，除非是一點辣都不能碰的人，不然我覺得可以試試看
柚子茶偏甜但好喝，非常清爽，可以中和一下主餐的重口味",positive
出餐速度快、服務態度和善親切，值得再次到訪的好店家,positive
餐點豐富，環境舒適，還送很多小菜,positive
"點熊貓的。
湯頭很濃郁！
可惜不夠辣！
但是豆腐很嫩好吃！",positive
餐點好吃，職員服務態度好，強力推薦。,positive
平價好吃~😋 …,positive
"想吃韓式料理就想到大韓名鍋
價格親民 也很美味",positive
超好吃CP值超高的韓式料理，吃過超多次了讚讚,positive
"好吃
不過韓國烤肉 吃到最後有點油(可能是我們加點肉)
很便宜
建議先訂位(我們是提前半小時才訂位的)",positive
之前有帶朋友去用餐，餐點評價超棒，口感接受度佳。,positive
"部隊鍋很好吃
石鍋拌飯也很讚
推推👍🏽 …",positive
餐點好吃！CP值高！讚讚,positive
燈光美氣氛佳,positive
